player_name,number,height_cm
Leandro Barbosa,SG,
Dragan Bender,PF,
Eric Bledsoe,PG,
Devin Booker,SG,
Tyson Chandler,C,
Marquese Chriss,PF,
Jared Dudley,PF,
Jarell Eddie,SF,
John Jenkins,SG,
Derrick Jones Jr.,SF,
Brandon Knight,SG,
Alex Len,C,
Elijah Millsap,SG,
Ronnie Price,PG,
P.J. Tucker,SF,
Tyler Ulis,PG,
T.J. Warren,SF,
Alan Williams,C,
