player_name,number,height_cm
Mikal Bridges,SG,
Moses Brown,C,
Nic Claxton,C,
Seth Curry,SG,
Spencer Dinwiddie,PG,
David Duke Jr.,SG,
Kevin Durant,PF,
Kessler Edwards,SF,
Dorian Finney-Smith,PF,
RaiQuan Gray,PF,
Joe Harris,SF,
Kyrie Irving,PG,
Cameron Johnson,PF,
Patty Mills,PG,
Markieff Morris,PF,
Nerlens Noel,C,
Royce O'Neale,SF,
Day'Ron Sharpe,C,
Ben Simmons,PG,
Dru Smith,SG,
Edmond Sumner,SG,
Cam Thomas,SG,
T.J. Warren,PF,
Yuta Watanabe,SF,
Alondes Williams,SG,
