player_name,number,height_cm
Leandro Barbosa,SG,
Harrison Barnes,SF,
Andrew Bogut,C,
Stephen Curry,PG,
Festus Ezeli,C,
Draymond Green,PF,
Justin Holiday,SG,
Andre Iguodala,SF,
Ognjen KuzmiÄ,C,
David Lee,PF,
Shaun Livingston,PG,
James Michael McAdoo,PF,
Brandon Rush,SG,
Marreese Speights,C,
Klay Thompson,SG,
