player_name,number,height_cm
Shareef Abdur-Rahim,PF,
Mike Bibby,PG,
Francisco GarcÃ­a,SF,
Jason Hart,PG,
Kevin Martin,SG,
Brad Miller,C,
Sergei Monia,SF,
Vitaly Potapenko,C,
Ronnie Price,PG,
Jamal Sampson,PF,
Brian Skinner,PF,
Peja StojakoviÄ,SF,
Kenny Thomas,PF,
Bonzi Wells,SG,
Corliss Williamson,SF,
Metta World Peace,SF,
