player_name,number,height_cm
Chris Andersen,C,
Andrew Bogut,C,
Mike Dunleavy,SF,
Kay Felder,PG,
Channing Frye,C,
Kyrie Irving,PG,
LeBron James,SF,
Richard Jefferson,SF,
Dahntay Jones,SF,
James Jones,SF,
Kyle Korver,SG,
DeAndre Liggins,SG,
Kevin Love,PF,
Jordan McRae,SG,
Larry Sanders,C,
Iman Shumpert,SG,
J.R. Smith,SG,
Edy Tavares,C,
Tristan Thompson,C,
Deron Williams,PG,
Derrick Williams,PF,
