player_name,number,height_cm
Deni Avdija,SF,
Marvin Bagley III,C,
Patrick Baldwin Jr.,SF,
Jules Bernard,SG,
Jared Butler,SG,
Justin Champagnie,SF,
Bilal Coulibaly,SF,
Johnny Davis,SG,
Hamidou Diallo,SG,
Daniel Gafford,C,
Danilo Gallinari,PF,
Anthony Gill,PF,
Richaun Holmes,PF,
Trey Jemison,C,
Tyus Jones,PG,
Corey Kispert,SF,
Kyle Kuzma,PF,
Mike Muscala,C,
Eugene Omoruyi,SF,
Jordan Poole,SG,
Ryan Rollins,PG,
Landry Shamet,SG,
Tristan Vukcevic,C,
Delon Wright,PG,
