player_name,number,height_cm
LaMarcus Aldridge,PF,
Steve Blake,PG,
Channing Frye,C,
Taurean Green,PG,
Jarrett Jack,SG,
James Jones,SF,
Raef LaFrentz,C,
Josh McRoberts,PF,
Travis Outlaw,PF,
Joel Przybilla,C,
Sergio RodrÃ­guez,PG,
Brandon Roy,SG,
Von Wafer,SG,
Martell Webster,SF,
