player_name,number,height_cm
Hassan Adams,SG,
Marcus Banks,PG,
Andrea Bargnani,PF,
Chris Bosh,C,
JosÃ© CalderÃ³n,PG,
Quincy Douby,PG,
Joey Graham,SF,
Kris Humphries,SF,
Nathan Jawai,PF,
Jason Kapono,SG,
Shawn Marion,SF,
Pops Mensah-Bonsu,PF,
Jamario Moon,SF,
Patrick O'Bryant,C,
Jermaine O'Neal,C,
Anthony Parker,SG,
Will Solomon,PG,
Roko UkiÄ,PG,
Jake Voskuhl,C,
