player_name,number,height_cm
Tony Allen,PG,
Marcus Banks,PG,
Mark Blount,C,
Ricky Davis,SG,
Dan Dickau,PG,
Ryan Gomes,PF,
Gerald Green,SG,
Orien Greene,PG,
Al Jefferson,PF,
Dwayne Jones,PF,
Raef LaFrentz,PF,
Michael Olowokandi,C,
Kendrick Perkins,C,
Paul Pierce,SF,
Justin Reed,SF,
Brian Scalabrine,PF,
Wally Szczerbiak,SF,
Delonte West,PG,
