player_name,number,height_cm
Chris Andersen,C,
Chris Bosh,PF,
Mario Chalmers,PG,
Luol Deng,PF,
Goran DragiÄ,PG,
James Ennis III,SF,
Gerald Green,SG,
Udonis Haslem,PF,
Joe Johnson,SF,
Tyler Johnson,SG,
Josh McRoberts,PF,
Josh Richardson,SG,
Jarnell Stokes,C,
Amar'e Stoudemire,C,
Beno Udrih,PG,
Dwyane Wade,SG,
Briante Weber,PG,
Hassan Whiteside,C,
Justise Winslow,SF,
Dorell Wright,SF,
