player_name,number,height_cm
Chris Andersen,C,
Brandon Bass,PF,
P.J. Brown,C,
Rasual Butler,SF,
Speedy Claxton,PG,
Marcus Fizer,PF,
Marc Jackson,C,
Linton Johnson,SF,
Maciej Lampe,C,
Arvydas Macijauskas,SG,
Desmond Mason,SF,
BoÅ¡tjan Nachbar,PF,
Moochie Norris,PG,
Chris Paul,PG,
J.R. Smith,SG,
Kirk Snyder,SG,
Jackson Vroman,PF,
David West,PF,
Aaron Williams,C,
