player_name,number,height_cm
Lonzo Ball,PG,
Michael Beasley,PF,
Isaac Bonga,PG,
Reggie Bullock,SG,
Kentavious Caldwell-Pope,SG,
Alex Caruso,PG,
Tyson Chandler,C,
Josh Hart,SG,
Andre Ingram,SG,
Brandon Ingram,SF,
LeBron James,SF,
Jemerrio Jones,SF,
Kyle Kuzma,PF,
Scott Machado,PG,
JaVale McGee,C,
Mike Muscala,PF,
Svi Mykhailiuk,SF,
Rajon Rondo,PG,
Lance Stephenson,SG,
Moritz Wagner,C,
Johnathan Williams,C,
Ivica Zubac,C,
