player_name,number,height_cm
Ray Allen,SG,
Andre Brown,PF,
Nick Collison,C,
Desmon Farmer,SG,
Danny Fortson,C,
MickaÃ«l Gelabale,SF,
Andreas Glyniadakis,C,
Rashard Lewis,SF,
Randy Livingston,PG,
Johan Petro,C,
Luke Ridnour,PG,
Mouhamed Sene,C,
Earl Watson,PG,
Chris Wilcox,PF,
Damien Wilkins,SF,
Mike Wilks,PG,
